Code,Name,Close,Volume,VolumeTotal,Amount,AmountTotal,Market,ChangesRatio
005930,삼성전자,274500.0,21668266.0,39061289.0,5947939017000.0,10722323830500.0,KOSPI,2.43
000660,SK하이닉스,1645000.0,4295990.0,7177147.0,7066903550000.0,11806406815000.0,KOSPI,3.26
005935,삼성전자우,195600.0,3847111.0,3847111.0,752494911600.0,752494911600.0,KOSPI,4.15
402340,SK스퀘어,1154000.0,658916.0,1058176.0,760389064000.0,1221135104000.0,KOSPI,3.31
009150,삼성전기,1558000.0,968103.0,2085045.0,1508304474000.0,3248500110000.0,KOSPI,3.66
005380,현대차,453000.0,1203960.0,2419570.0,545393880000.0,1096065210000.0,KOSPI,8.24
373220,LG에너지솔루션,369500.0,243455.0,343360.0,89956622500.0,126871520000.0,KOSPI,1.09
207940,삼성바이오로직스,1548000.0,29916.0,40336.0,46309968000.0,62440128000.0,KOSPI,-1.02
032830,삼성생명,301000.0,317503.0,431999.0,95568403000.0,130031699000.0,KOSPI,3.26
028260,삼성물산,369000.0,276255.0,394995.0,101938095000.0,145753155000.0,KOSPI,1.1
012450,한화에어로스페이스,1160000.0,157318.0,201381.0,182488880000.0,233601960000.0,KOSPI,-2.11
105560,KB금융,168500.0,951351.0,1127560.0,160302643500.0,189993860000.0,KOSPI,0.24
000270,기아,141700.0,768982.0,1098632.0,108964749400.0,155676154400.0,KOSPI,3.13
329180,HD현대중공업,510000.0,217718.0,357840.0,111036180000.0,182498400000.0,KOSPI,2.82
034020,두산에너빌리티,82600.0,2119063.0,5285128.0,175034603800.0,436551572800.0,KOSPI,2.1
055550,신한지주,107400.0,692324.0,781615.0,74355597600.0,83945451000.0,KOSPI,0.75
012330,현대모비스,547000.0,352348.0,674575.0,192734356000.0,368992525000.0,KOSPI,7.05
068270,셀트리온,201000.0,341446.0,554592.0,68630646000.0,111472992000.0,KOSPI,-0.5
034730,SK,585000.0,214973.0,276048.0,125759205000.0,161488080000.0,KOSPI,5.79
006400,삼성SDI,516000.0,463047.0,828329.0,238932252000.0,427417764000.0,KOSPI,5.95
