Code,Name,Close,Volume,VolumeTotal,Amount,AmountTotal,Market,ChangesRatio
005930,삼성전자,257000.0,21596130.0,36900478.0,5550205410000.0,9483422846000.0,KOSPI,0.0
000660,SK하이닉스,1678000.0,4013938.0,6723090.0,6735387964000.0,11281345020000.0,KOSPI,0.42
005935,삼성전자우,194500.0,5907616.0,5907616.0,1149031312000.0,1149031312000.0,KOSPI,2.75
402340,SK스퀘어,1060000.0,506863.0,739332.0,537274780000.0,783691920000.0,KOSPI,-1.49
009150,삼성전기,1362000.0,574386.0,1038265.0,782313732000.0,1414116930000.0,KOSPI,3.34
005380,현대차,421000.0,570222.0,1299536.0,240063462000.0,547104656000.0,KOSPI,1.69
373220,LG에너지솔루션,349500.0,205498.0,276596.0,71821551000.0,96670302000.0,KOSPI,-3.45
207940,삼성바이오로직스,1585000.0,42479.0,49321.0,67329215000.0,78173785000.0,KOSPI,0.76
028260,삼성물산,367000.0,435373.0,533219.0,159781891000.0,195691373000.0,KOSPI,0.69
105560,KB금융,166400.0,719239.0,840184.0,119681369600.0,139806617600.0,KOSPI,2.02
032830,삼성생명,285000.0,361895.0,507577.0,103140075000.0,144659445000.0,KOSPI,-0.18
012450,한화에어로스페이스,1102000.0,107478.0,137619.0,118440756000.0,151656138000.0,KOSPI,-0.27
000270,기아,134900.0,574478.0,749139.0,77497082200.0,101058851100.0,KOSPI,2.59
034020,두산에너빌리티,80700.0,5480165.0,10685576.0,442249315500.0,862325983200.0,KOSPI,10.55
055550,신한지주,106500.0,876066.0,988267.0,93301029000.0,105250435500.0,KOSPI,3.1
329180,HD현대중공업,464500.0,249159.0,314045.0,115734355500.0,145873902500.0,KOSPI,1.98
012330,현대모비스,498000.0,328383.0,484386.0,163534734000.0,241224228000.0,KOSPI,-0.1
068270,셀트리온,189600.0,358412.0,520177.0,67954915200.0,98625559200.0,KOSPI,-2.27
006400,삼성SDI,519000.0,384281.0,685810.0,199441839000.0,355935390000.0,KOSPI,0.78
034730,SK,556000.0,139972.0,164500.0,77824432000.0,91462000000.0,KOSPI,1.28
086790,하나금융지주,130800.0,528836.0,590452.0,69171748800.0,77231121600.0,KOSPI,1.63
035420,NAVER,220500.0,939087.0,1612101.0,207068683500.0,355468270500.0,KOSPI,-1.34
066570,LG전자,200500.0,565076.0,985029.0,113297738000.0,197498314500.0,KOSPI,0.35
010130,고려아연,1427000.0,67239.0,106935.0,95950053000.0,152596245000.0,KOSPI,6.18
010120,LS ELECTRIC,195400.0,450693.0,791784.0,88065412200.0,154714593600.0,KOSPI,1.61
000810,삼성화재,648000.0,38136.0,42697.0,24712128000.0,27667656000.0,KOSPI,1.89
042660,한화오션,86600.0,773420.0,1354549.0,66978172000.0,117303943400.0,KOSPI,3.84
005490,POSCO홀딩스,332000.0,206854.0,329464.0,68675528000.0,109382048000.0,KOSPI,1.37
267260,HD현대일렉트릭,719000.0,138655.0,177420.0,99692945000.0,127564980000.0,KOSPI,-0.14
298040,효성중공업,2755000.0,32668.0,47315.0,90000340000.0,130352825000.0,KOSPI,-1.33
009540,HD한국조선해양,362500.0,131790.0,155473.0,47773875000.0,56358962500.0,KOSPI,2.55
069500,KODEX 200,106795.0,16529223.0,16529223.0,1765238370285.0,1765238370285.0,KOSPI,0.75
316140,우리금융지주,32600.0,1688398.0,1983059.0,55041774800.0,64647723400.0,KOSPI,2.03
011200,HMM,22650.0,1842385.0,2693855.0,41730020250.0,61015815750.0,KOSPI,-0.88
017670,SK텔레콤,98900.0,1300926.0,2248630.0,128661581400.0,222389507000.0,KOSPI,-3.32
096770,SK이노베이션,125000.0,488310.0,966931.0,61038750000.0,120866375000.0,KOSPI,-3.92
015760,한국전력,32700.0,2523109.0,4320396.0,82505664300.0,141276949200.0,KOSPI,3.81
042700,한미반도체,217500.0,471730.0,770900.0,102601275000.0,167670750000.0,KOSPI,4.07
360750,TIGER 미국S&P500,26355.0,31375103.0,31375103.0,826890839565.0,826890839565.0,KOSPI,0.46
138040,메리츠금융지주,120800.0,259305.0,305580.0,31324044000.0,36914064000.0,KOSPI,4.68
006800,미래에셋증권,35800.0,909922.0,1395899.0,32575207600.0,49973184200.0,KOSPI,3.02
051910,LG화학,263000.0,113525.0,155520.0,29857075000.0,40901760000.0,KOSPI,-3.66
033780,KT&G,175400.0,238983.0,264415.0,41917618200.0,46378391000.0,KOSPI,1.27
010140,삼성중공업,20450.0,1867459.0,3518447.0,38189536550.0,71952241150.0,KOSPI,1.74
000150,두산,1101000.0,83235.0,103283.0,91641735000.0,113714583000.0,KOSPI,1.47
018260,삼성에스디에스,227000.0,166514.0,273585.0,37798678000.0,62103795000.0,KOSPI,-0.44
003550,LG,112600.0,201663.0,226551.0,22707253800.0,25509642600.0,KOSPI,-0.79
267250,HD현대,215500.0,90694.0,106683.0,19544557000.0,22990186500.0,KOSPI,1.65
278470,에이피알,440500.0,453977.0,661046.0,199976868500.0,291190763000.0,KOSPI,7.57
024110,기업은행,20250.0,1086630.0,1456052.0,22004257500.0,29485053000.0,KOSPI,0.25
086280,현대글로비스,213500.0,233102.0,349144.0,49767277000.0,74542244000.0,KOSPI,7.39
035720,카카오,36050.0,1741506.0,1741506.0,62781291300.0,62781291300.0,KOSPI,0.7
079550,LIG디펜스앤에어로스페이스,718000.0,138751.0,168672.0,99623218000.0,121106496000.0,KOSPI,0.14
010950,S-Oil,139900.0,224046.0,298458.0,31344035400.0,41754274200.0,KOSPI,-0.92
003670,포스코퓨처엠,167800.0,263852.0,392426.0,44274365600.0,65849082800.0,KOSPI,-1.81
064350,현대로템,133600.0,322805.0,381055.0,43126748000.0,50908948000.0,KOSPI,-0.45
011070,LG이노텍,602000.0,164743.0,279695.0,99175286000.0,168376390000.0,KOSPI,5.61
272210,한화시스템,72700.0,376966.0,551739.0,27405428200.0,40111425300.0,KOSPI,3.71
000720,현대건설,121300.0,2051210.0,3184699.0,248811773000.0,386303988700.0,KOSPI,14.87
030200,KT,53000.0,241253.0,305295.0,12786409000.0,16180635000.0,KOSPI,0.95
047810,한국항공우주,130900.0,253981.0,321470.0,33246112900.0,42080423000.0,KOSPI,0.15
307950,현대오토에버,456000.0,98765.0,240488.0,45036840000.0,109662528000.0,KOSPI,-0.33
005830,DB손해보험,182500.0,150806.0,160138.0,27522095000.0,29225185000.0,KOSPI,1.11
133690,TIGER 미국나스닥100,179030.0,15292339.0,15292339.0,2737787451170.0,2737787451170.0,KOSPI,0.64
078930,GS,121800.0,614448.0,770887.0,74839766400.0,93894036600.0,KOSPI,6.28
003230,삼양식품,1430000.0,52626.0,68812.0,75255180000.0,98401160000.0,KOSPI,1.85
071050,한국금융지주,191500.0,125635.0,168553.0,24059102500.0,32277899500.0,KOSPI,4.47
323410,카카오뱅크,21600.0,446265.0,595515.0,9639324000.0,12863124000.0,KOSPI,0.0
259960,크래프톤,223000.0,64414.0,72578.0,14364322000.0,16184894000.0,KOSPI,-0.45
102110,TIGER 200,106940.0,10184245.0,10184245.0,1089103160300.0,1089103160300.0,KOSPI,0.68
379800,KODEX 미국S&P500,23955.0,25332021.0,25332021.0,606828563055.0,606828563055.0,KOSPI,0.46
005940,NH투자증권,26600.0,243821.0,336894.0,6485638600.0,8961380400.0,KOSPI,2.5
003490,대한항공,26300.0,2057152.0,2057152.0,54103097600.0,54103097600.0,KOSPI,1.15
047050,포스코인터내셔널,53900.0,496509.0,648875.0,26761835100.0,34974362500.0,KOSPI,0.56
396500,TIGER 반도체TOP10,35105.0,10719575.0,10719575.0,376310680375.0,376310680375.0,KOSPI,1.17
443060,HD현대마린솔루션,208000.0,66049.0,78868.0,13738192000.0,16404544000.0,KOSPI,0.73
379810,KODEX 미국나스닥100,26765.0,96946922.0,96946922.0,2594784367330.0,2594784367330.0,KOSPI,0.64
006260,LS,294500.0,114278.0,170469.0,33654871000.0,50203120500.0,KOSPI,2.08
0126Z0,삼성에피스홀딩스,366000.0,41249.0,58242.0,15097134000.0,21316572000.0,KOSPI,-0.68
028050,삼성E&A,45850.0,1117076.0,1117076.0,51217934600.0,51217934600.0,KOSPI,2.34
090430,아모레퍼시픽,143300.0,422286.0,541202.0,60513583800.0,77554246600.0,KOSPI,2.43
161390,한국타이어앤테크놀로지,66900.0,122079.0,148364.0,8167085100.0,9925551600.0,KOSPI,0.15
488770,KODEX 머니마켓액티브,105330.0,474718.0,474718.0,50002046940.0,50002046940.0,KOSPI,0.01
180640,한진칼,122300.0,79090.0,105617.0,9672707000.0,12916959100.0,KOSPI,0.66
016360,삼성증권,88400.0,402841.0,638219.0,35611144400.0,56418559600.0,KOSPI,2.08
007660,이수페타시스,106900.0,685444.0,990997.0,73273963600.0,105937579300.0,KOSPI,6.26
278530,KODEX 200TR,38655.0,826266.0,826266.0,31939312230.0,31939312230.0,KOSPI,0.72
352820,하이브,172200.0,96946.0,155550.0,16694101200.0,26785710000.0,KOSPI,-1.37
009830,한화솔루션,32350.0,1372868.0,1372868.0,44412279800.0,44412279800.0,KOSPI,0.62
047040,대우건설,17620.0,7918779.0,7918779.0,139528885980.0,139528885980.0,KOSPI,11.8
039490,키움증권,276000.0,104452.0,125941.0,28828752000.0,34759716000.0,KOSPI,3.18
064400,LG씨엔에스,73000.0,499806.0,499806.0,36485838000.0,36485838000.0,KOSPI,0.97
005387,현대차2우B,202000.0,124841.0,124841.0,25217882000.0,25217882000.0,KOSPI,3.48
021240,코웨이,98700.0,182271.0,195425.0,17990147700.0,19288447500.0,KOSPI,1.23
000100,유한양행,83300.0,174381.0,244323.0,14525937300.0,20352105900.0,KOSPI,-1.19
326030,SK바이오팜,84400.0,127621.0,182112.0,10771212400.0,15370252800.0,KOSPI,-2.31
459580,KODEX CD금리액티브(합성),1075620.0,456490.0,456490.0,491009773800.0,491009773800.0,KOSPI,0.01
267270,HD건설기계,134800.0,310121.0,448585.0,41804310800.0,60469258000.0,KOSPI,6.06
128940,한미약품,501000.0,711201.0,1663409.0,356311701000.0,833367909000.0,KOSPI,-7.22
032640,LG유플러스,14910.0,582207.0,670726.0,8680706370.0,10000524660.0,KOSPI,0.27
000880,한화,118100.0,1450760.0,1450760.0,171334756000.0,171334756000.0,KOSPI,17.4
377300,카카오페이,46100.0,515567.0,793480.0,23767638700.0,36579428000.0,KOSPI,2.9
122630,KODEX 레버리지,105550.0,20718858.0,20718858.0,2186875461900.0,2186875461900.0,KOSPI,1.48
241560,두산밥캣,61100.0,101593.0,135852.0,6207332300.0,8300557200.0,KOSPI,1.83
498400,KODEX 200타겟위클리커버드콜,20230.0,4467523.0,4467523.0,90377990290.0,90377990290.0,KOSPI,0.67
381180,TIGER 미국필라델피아반도체나스닥,41880.0,2579966.0,2579966.0,108048976080.0,108048976080.0,KOSPI,1.59
0167A0,SOL AI반도체TOP2플러스,17270.0,15342139.0,15342139.0,264958740530.0,264958740530.0,KOSPI,1.89
